,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id
1060,2024-08-06,P097,Su Şişesi,Mutfak Ürünleri,492.55,7,3447.85,9793
1061,2024-08-04,P087,Kulaklık,Elektronik,1040.13,9,9361170000000000,3004
1062,2023-07-13,P024,Bilgisayar,Elektronik,1242.76,2,2485.52,8621
1063,2022-11-07,P032,Mouse,Elektronik,791.02,15,11865.3,2297
1064,2024-07-26,P063,Klima,Elektronik,1321.48,11,14536.28,7301
1065,2023-06-19,P011,Kalem,Kırtasiye,918.74,3,27562200000000000,1572
1066,2024-03-21,P024,Bilgisayar,Elektronik,1124.44,10,11244.4,1063
1067,2024-09-28,P011,Kalem,Kırtasiye,982.58,8,7860.64,9599
1068,2023-01-11,P032,Mouse,Elektronik,1244.24,16,19907.84,3725
1069,2022-12-17,P037,Fırın,Ev Aletleri,1064.86,1,1064.86,9385
1070,2023-10-30,P024,Bilgisayar,Elektronik,1324.4,19,25163.6,1898
1071,2023-10-07,P087,Kulaklık,Elektronik,254.35,8,2034.8,2588
1072,2023-05-20,P011,Kalem,Kırtasiye,1045.55,1,1045.55,4613
1073,2024-10-06,P011,Kalem,Kırtasiye,534.56,4,2138.24,9190
1074,2023-01-17,P037,Fırın,Ev Aletleri,1180.71,8,9445.68,8213
1075,2023-02-02,P037,Fırın,Ev Aletleri,1191.2,12,14294.4,7144
1076,2023-06-24,P032,Mouse,Elektronik,170.53,6,1023.18,3648
1077,2023-06-20,P010,Çanta,Giyim,612.2,19,11631.8,8366
1078,2023-09-13,P037,Fırın,Ev Aletleri,38.71,11,425.81,7968
1079,2024-08-21,P024,Bilgisayar,Elektronik,31.4,11,345.4,2476
1080,2023-10-04,P097,Su Şişesi,Mutfak Ürünleri,948.3,18,17069399999999900,3013
1081,2023-03-07,P010,Çanta,Giyim,637.42,1,637.42,2728
1082,2024-09-17,P032,Mouse,Elektronik,338.71,18,6096.78,7156
1083,2022-12-03,P087,Kulaklık,Elektronik,976.64,8,7813.12,2784
1084,2023-08-24,P024,Bilgisayar,Elektronik,507.79,6,3046.74,6334
1085,2023-07-13,P087,Kulaklık,Elektronik,1277.21,1,1277.21,8388
1086,2024-09-13,P011,Kalem,Kırtasiye,1276.55,5,6382.75,3175
1087,2022-12-01,P037,Fırın,Ev Aletleri,611.21,4,2444.84,2320
1088,2024-09-12,P063,Klima,Elektronik,21.45,5,107.25,3486
1089,2022-11-09,P010,Çanta,Giyim,734.61,13,9549.93,4185
1090,2023-05-24,P037,Fırın,Ev Aletleri,47.13,12,5655600000000000,6223
1091,2023-03-20,P063,Klima,Elektronik,254.81,3,7644300000000000,5252
1092,2023-09-19,P032,Mouse,Elektronik,490.14,7,3430.98,2747
1093,2023-04-05,P087,Kulaklık,Elektronik,306.95,10,3069.5,8836
1094,2024-08-31,P018,Telefon,Elektronik,671.3,9,6041.7,6029
1095,2022-11-12,P037,Fırın,Ev Aletleri,1210.8,9,10897.2,8072
1096,2023-12-06,P063,Klima,Elektronik,1319.89,1,1319.89,1519
1097,2023-10-08,P037,Fırın,Ev Aletleri,1484.68,1,1484.68,8340
1098,2024-05-23,P024,Bilgisayar,Elektronik,1142.6,10,11426.0,6215
1099,2024-03-27,P097,Su Şişesi,Mutfak Ürünleri,1342.98,15,20144.7,4829
1100,2023-03-03,P037,Fırın,Ev Aletleri,120.91,19,2297.29,9423
1101,2022-11-19,P063,Klima,Elektronik,1270.96,8,10167.68,9838
1102,2024-10-14,P063,Klima,Elektronik,272.46,2,544.92,8991
1103,2023-01-25,P011,Kalem,Kırtasiye,565.51,18,10179.18,3153
1104,2024-04-12,P011,Kalem,Kırtasiye,179.69,6,1078.14,9992
1105,2023-06-17,P018,Telefon,Elektronik,245.48,4,981.92,4300
1106,2023-11-03,P037,Fırın,Ev Aletleri,389.91,14,5458740000000000,2538
1107,2024-06-05,P063,Klima,Elektronik,865.02,4,3460.08,8756
1108,2023-08-26,P063,Klima,Elektronik,340.64,4,1362.56,8784
1109,2024-04-04,P082,Defter,Kırtasiye,1035.54,8,8284.32,3908
1110,2024-09-24,P010,Çanta,Giyim,822.64,13,10694.32,4478
1111,2023-03-24,P018,Telefon,Elektronik,108.24,14,1515.36,4809
1112,2023-11-30,P024,Bilgisayar,Elektronik,1476.65,17,25103050000000000,2630
1113,2024-10-22,P018,Telefon,Elektronik,509.93,9,4589.37,2696
1114,2023-08-29,P063,Klima,Elektronik,658.7,6,3952.2,1248
1115,2023-02-16,P097,Su Şişesi,Mutfak Ürünleri,616.71,19,11717490000000000,2796
1116,2023-05-31,P082,Defter,Kırtasiye,1345.99,18,24227.82,8920
1117,2023-05-15,P032,Mouse,Elektronik,1170.98,12,14051.76,5366
1118,2023-06-03,P011,Kalem,Kırtasiye,601.32,1,601.32,9877
1119,2023-02-22,P032,Mouse,Elektronik,1112.75,6,6676.5,2397
1120,2023-11-09,P010,Çanta,Giyim,1141.69,4,4566.76,7733
1121,2023-02-22,P097,Su Şişesi,Mutfak Ürünleri,1172.8,3,3518.4,8697
1122,2022-12-06,P032,Mouse,Elektronik,270.65,5,1353.25,7710
1123,2023-08-31,P010,Çanta,Giyim,86.88,15,13031999999999900,8079
1124,2023-02-15,P097,Su Şişesi,Mutfak Ürünleri,249.74,19,4745.06,4167
1125,2022-12-08,P082,Defter,Kırtasiye,1946-08-01 00:00:00,9,7614000000000000,4365
1126,2024-05-01,P087,Kulaklık,Elektronik,109.14,8,873.12,3705
1127,2024-01-02,P024,Bilgisayar,Elektronik,848.77,2,1697.54,2167
1128,2024-07-20,P011,Kalem,Kırtasiye,1389.8,6,8338.8,1908
1129,2024-08-16,P018,Telefon,Elektronik,967.02,11,10637.22,5099
1130,2023-07-17,P032,Mouse,Elektronik,1113.17,13,14471.21,2240
1131,2023-08-03,P024,Bilgisayar,Elektronik,605.44,10,6054400000000000,4417
1132,2023-10-26,P082,Defter,Kırtasiye,1091.27,19,20734.13,6523
1133,2024-06-22,P010,Çanta,Giyim,1178.31,5,5891549999999990,8996
1134,2023-03-11,P063,Klima,Elektronik,732.35,17,12449.95,9481
1135,2024-09-06,P082,Defter,Kırtasiye,218.68,19,4154.92,9945
1136,2024-10-02,P018,Telefon,Elektronik,361.16,5,1805.8,3294
1137,2024-03-29,P037,Fırın,Ev Aletleri,422.88,9,3805.92,2446
1138,2024-04-28,P024,Bilgisayar,Elektronik,1001.44,1,1001.44,7302
1139,2023-04-01,P097,Su Şişesi,Mutfak Ürünleri,551.27,5,2756.35,1024
1140,2024-02-25,P024,Bilgisayar,Elektronik,1239.8,1,1239.8,1402
1141,2023-03-06,P024,Bilgisayar,Elektronik,1033.86,1,1033.86,8141
1142,2023-10-14,P037,Fırın,Ev Aletleri,441.15,16,7058.4,7872
1143,2023-04-25,P010,Çanta,Giyim,340.75,11,3748.25,6103
1144,2024-07-29,P097,Su Şişesi,Mutfak Ürünleri,1401.08,13,18214.04,5447
1145,2024-06-22,P097,Su Şişesi,Mutfak Ürünleri,660.43,15,9906.45,1562
1146,2024-06-29,P010,Çanta,Giyim,93.78,8,750.24,4883
1147,2023-12-16,P011,Kalem,Kırtasiye,526.23,19,9998.37,5541
1148,2024-01-26,P097,Su Şişesi,Mutfak Ürünleri,491.63,10,4916.3,7468
1149,2024-08-09,P097,Su Şişesi,Mutfak Ürünleri,758.97,15,11384.55,6998
1150,2024-03-01,P097,Su Şişesi,Mutfak Ürünleri,920.89,15,13813.35,4661
1151,2024-04-03,P037,Fırın,Ev Aletleri,1015.32,8,8122.56,5543
1152,2024-04-10,P082,Defter,Kırtasiye,193.46,3,580.38,6868
1153,2024-01-04,P011,Kalem,Kırtasiye,80.14,18,1442.52,3449
1154,2023-10-07,P082,Defter,Kırtasiye,380.55,2,761.1,5197
1155,2024-10-16,P097,Su Şişesi,Mutfak Ürünleri,1370.15,19,26032.85,8125
1156,2023-08-07,P032,Mouse,Elektronik,1020.27,2,2040.54,1087
1157,2024-04-23,P063,Klima,Elektronik,1417.9,4,5671.6,9609
1158,2023-10-08,P037,Fırın,Ev Aletleri,870.09,4,3480.36,5913
1159,2023-12-16,P037,Fırın,Ev Aletleri,923.07,1,923.07,5103
1160,2023-06-08,P018,Telefon,Elektronik,298.87,7,2092.09,8836
1161,2023-12-27,P063,Klima,Elektronik,589.06,6,3534.36,5762
1162,2023-03-15,P024,Bilgisayar,Elektronik,692.29,17,11768.93,7127
1163,2023-10-13,P024,Bilgisayar,Elektronik,515.48,15,7732200000000000,1402
1164,2024-07-14,P018,Telefon,Elektronik,944.64,19,17948.16,7232
1165,2022-11-30,P032,Mouse,Elektronik,908.2,6,5449200000000000,9481
1166,2024-02-21,P097,Su Şişesi,Mutfak Ürünleri,815.96,2,1631.92,5497
1167,2023-12-12,P032,Mouse,Elektronik,855.35,14,11974.9,5247
1168,2023-08-24,P087,Kulaklık,Elektronik,1450.35,1,1450.35,7346
1169,2023-04-11,P032,Mouse,Elektronik,599.47,11,6594.17,2056
1170,2024-07-01,P010,Çanta,Giyim,600.54,14,8407.56,7367
1171,2023-01-13,P024,Bilgisayar,Elektronik,562.81,8,4502.48,7620
1172,2024-07-27,P010,Çanta,Giyim,85.38,11,939.18,2668
1173,2024-10-28,P018,Telefon,Elektronik,292.0,9,2628.0,2693
1174,2023-12-22,P037,Fırın,Ev Aletleri,1078.33,11,11861.63,9949
1175,2024-03-28,P024,Bilgisayar,Elektronik,679.87,12,8158.44,9063
1176,2024-02-11,P032,Mouse,Elektronik,933.02,15,13995.3,2520
1177,2023-06-14,P097,Su Şişesi,Mutfak Ürünleri,244.81,5,1224.05,1747
1178,2023-02-24,P024,Bilgisayar,Elektronik,525.36,2,1050.72,6574
1179,2023-09-02,P097,Su Şişesi,Mutfak Ürünleri,907.05,8,7256.4,9684
1180,2024-04-25,P063,Klima,Elektronik,1057.32,1,1057.32,6758
1181,2024-01-27,P018,Telefon,Elektronik,1239.89,11,13638.79,3422
1182,2023-03-26,P024,Bilgisayar,Elektronik,46.5,4,186.0,7846
1183,2023-11-22,P018,Telefon,Elektronik,731.25,17,12431.25,1310
1184,2023-12-27,P087,Kulaklık,Elektronik,97.8,1,97.8,2245
1185,2024-07-30,P037,Fırın,Ev Aletleri,1440.41,6,8642460000000000,2718
1186,2023-06-26,P087,Kulaklık,Elektronik,1409.99,5,7049.95,3270
1187,2023-04-02,P097,Su Şişesi,Mutfak Ürünleri,1217.95,19,23141.05,5116
1188,2023-01-21,P024,Bilgisayar,Elektronik,1180.19,9,10621.71,4595
1189,2022-12-23,P010,Çanta,Giyim,987.92,9,8891279999999990,9502
1190,2024-06-14,P087,Kulaklık,Elektronik,95.41,11,1049.51,2423
1191,2024-04-27,P063,Klima,Elektronik,137.95,3,413.85,7461
1192,2022-12-22,P063,Klima,Elektronik,822.09,17,13975.53,6957
1193,2023-01-16,P011,Kalem,Kırtasiye,634.37,14,8881.18,6436
1194,2024-03-24,P024,Bilgisayar,Elektronik,506.94,7,3548.58,5261
1195,2023-04-07,P011,Kalem,Kırtasiye,207.0,10,2070.0,1875
1196,2023-07-08,P032,Mouse,Elektronik,1029.0,19,19551.0,2662
1197,2022-12-19,P097,Su Şişesi,Mutfak Ürünleri,369.38,13,4801.94,4133
1198,2024-02-23,P082,Defter,Kırtasiye,70.43,4,281.72,6418
1199,2023-11-26,P037,Fırın,Ev Aletleri,752.31,14,10532.34,1163
1200,2022-12-18,P037,Fırın,Ev Aletleri,406.98,17,6918.66,3364
1201,2024-03-31,P082,Defter,Kırtasiye,1372.86,14,19220.04,7744
1202,2023-09-26,P087,Kulaklık,Elektronik,638.69,15,9580.35,5910
1203,2024-06-08,P037,Fırın,Ev Aletleri,1010.63,18,18191.34,2970
1204,2023-01-18,P011,Kalem,Kırtasiye,1400.62,13,18208.06,3304
1205,2023-11-02,P032,Mouse,Elektronik,1090.96,15,16364.4,6969
1206,2023-06-13,P087,Kulaklık,Elektronik,554.06,18,9973079999999990,1545
1207,2023-09-05,P087,Kulaklık,Elektronik,173.9,13,22607000000000000,8958
1208,2024-07-11,P010,Çanta,Giyim,117.88,1,117.88,3678
1209,2024-06-08,P010,Çanta,Giyim,1477.37,6,8864.22,5993
1210,2024-09-27,P010,Çanta,Giyim,1486.3,18,26753.4,3189
1211,2024-04-28,P097,Su Şişesi,Mutfak Ürünleri,482.81,5,2414.05,7678
1212,2023-04-28,P011,Kalem,Kırtasiye,240.01,8,1920.08,9432
1213,2022-11-10,P018,Telefon,Elektronik,762.82,11,8391.02,1869
1214,2023-05-20,P087,Kulaklık,Elektronik,1163.17,3,3489.51,4587
1215,2024-09-04,P037,Fırın,Ev Aletleri,1174.72,15,17620.8,8899
1216,2023-07-13,P024,Bilgisayar,Elektronik,433.41,2,866.82,1730
1217,2023-12-10,P011,Kalem,Kırtasiye,711.77,5,3558.85,9956
1218,2023-09-20,P010,Çanta,Giyim,773.34,15,11600.1,8574
1219,2023-08-28,P087,Kulaklık,Elektronik,202.96,19,3856.24,2532
1220,2023-08-04,P011,Kalem,Kırtasiye,1127.6,5,5638.0,6695
1221,2024-01-26,P097,Su Şişesi,Mutfak Ürünleri,235.76,9,2121.84,4572
1222,2023-02-10,P032,Mouse,Elektronik,1476.79,15,22151.85,1913
1223,2024-03-22,P097,Su Şişesi,Mutfak Ürünleri,259.15,7,1814.05,2660
1224,2024-04-03,P037,Fırın,Ev Aletleri,182.63,1,182.63,1652
1225,2023-10-05,P032,Mouse,Elektronik,350.82,10,3508.2,9006
1226,2023-12-17,P087,Kulaklık,Elektronik,173.44,12,2081.28,3474
1227,2024-10-21,P087,Kulaklık,Elektronik,87.4,16,1398.4,1659
1228,2024-02-17,P097,Su Şişesi,Mutfak Ürünleri,1183.05,16,18928.8,1907
1229,2024-02-25,P018,Telefon,Elektronik,222.19,18,3999.42,2970
1230,2024-03-21,P032,Mouse,Elektronik,237.08,8,1896.64,5250
1231,2023-05-16,P018,Telefon,Elektronik,1377.75,8,11022.0,9021
1232,2023-08-20,P082,Defter,Kırtasiye,305.16,1,305.16,2143
1233,2023-03-05,P097,Su Şişesi,Mutfak Ürünleri,1175.27,18,21154.86,4136
1234,2022-12-31,P011,Kalem,Kırtasiye,344.87,11,3793.57,8015
1235,2024-04-01,P063,Klima,Elektronik,379.34,12,4552.08,7521
1236,2024-07-18,P011,Kalem,Kırtasiye,1124.93,13,14624.09,6231
1237,2023-06-28,P024,Bilgisayar,Elektronik,1451.48,16,23223.68,5913
1238,2024-09-23,P063,Klima,Elektronik,545.99,2,1091.98,1242
1239,2023-02-18,P063,Klima,Elektronik,251.16,8,2009.28,1772
1240,2022-11-20,P037,Fırın,Ev Aletleri,166.04,2,332.08,4717
1241,2024-08-06,P082,Defter,Kırtasiye,790.53,7,5533.71,4133
1242,2024-08-06,P010,Çanta,Giyim,962.06,9,8658539999999990,7996
1243,2024-08-22,P032,Mouse,Elektronik,1067.16,7,7470120000000000,9655
1244,2024-05-21,P082,Defter,Kırtasiye,1476.5,13,19194.5,4117
1245,2023-04-10,P082,Defter,Kırtasiye,1144.1,7,8008699999999990,1116
1246,2024-09-23,P011,Kalem,Kırtasiye,1284.34,1,1284.34,6818
1247,2023-02-05,P032,Mouse,Elektronik,1162.03,18,20916.54,1018
1248,2024-09-02,P018,Telefon,Elektronik,1414.48,5,7072.4,7746
1249,2024-07-20,P024,Bilgisayar,Elektronik,1152.59,3,34577699999999900,4772
1250,2024-04-06,P011,Kalem,Kırtasiye,324.54,6,1947.24,6274
1251,2023-10-30,P097,Su Şişesi,Mutfak Ürünleri,459.16,9,41324400000000000,3358
1252,2024-08-26,P097,Su Şişesi,Mutfak Ürünleri,768.2,17,13059.4,8681
1253,2023-10-11,P097,Su Şişesi,Mutfak Ürünleri,328.79,9,2959.11,3870
1254,2023-02-09,P018,Telefon,Elektronik,854.48,12,10253.76,3854
1255,2024-09-06,P011,Kalem,Kırtasiye,844.04,4,3376.16,3171
1256,2024-06-10,P063,Klima,Elektronik,212.84,12,2554.08,8002
1257,2024-02-09,P032,Mouse,Elektronik,46.51,13,604.63,6473
1258,2023-12-31,P082,Defter,Kırtasiye,1302.22,3,3906.66,1875
1259,2024-03-04,P037,Fırın,Ev Aletleri,1057.63,9,9518670000000000,5265
1260,2024-05-02,P011,Kalem,Kırtasiye,2024-01-12 00:00:00,16,192.16,9605
1261,2023-07-04,P097,Su Şişesi,Mutfak Ürünleri,280.13,16,4482.08,1901
1262,2023-07-08,P024,Bilgisayar,Elektronik,1449.14,11,15940.54,6691
1263,2023-07-13,P010,Çanta,Giyim,109.71,19,2084.49,8531
1264,2023-10-09,P024,Bilgisayar,Elektronik,560.81,7,3925.67,2693
1265,2024-08-12,P018,Telefon,Elektronik,687.28,16,10996.48,7999
1266,2023-07-12,P097,Su Şişesi,Mutfak Ürünleri,442.53,3,1327.59,1102
1267,2024-04-06,P063,Klima,Elektronik,69.02,1,69.02,4420
1268,2023-09-20,P018,Telefon,Elektronik,1420.8,6,8524.8,5756
1269,2024-07-22,P010,Çanta,Giyim,894.78,3,2684.34,3854
1270,2024-02-18,P032,Mouse,Elektronik,806.85,17,13716.45,2498
1271,2023-09-16,P063,Klima,Elektronik,720.77,13,9370.01,3172
1272,2023-08-15,P032,Mouse,Elektronik,954.68,6,5728.08,6803
1273,2023-06-09,P063,Klima,Elektronik,575.67,10,5756.7,6116
1274,2023-01-04,P082,Defter,Kırtasiye,630.84,13,8200.92,1329
1275,2024-01-17,P011,Kalem,Kırtasiye,1027.01,13,13351.13,3822
1276,2022-12-20,P063,Klima,Elektronik,964.68,3,2894.04,1084
1277,2023-11-20,P097,Su Şişesi,Mutfak Ürünleri,1361.59,8,10892.72,3927
1278,2024-03-18,P024,Bilgisayar,Elektronik,260.7,16,4171.2,1183
1279,2023-02-15,P018,Telefon,Elektronik,1429.76,18,25735.68,2735
1280,2023-04-22,P011,Kalem,Kırtasiye,831.52,5,4157.6,3602
1281,2024-01-18,P018,Telefon,Elektronik,137.23,15,2058.45,7544
1282,2024-05-23,P082,Defter,Kırtasiye,170.68,16,2730.88,6166
1283,2022-12-02,P097,Su Şişesi,Mutfak Ürünleri,150.63,16,2410.08,7367
1284,2023-09-13,P087,Kulaklık,Elektronik,577.24,11,6349.64,2580
1285,2022-12-18,P063,Klima,Elektronik,339.59,17,5773.03,5126
1286,2024-10-18,P024,Bilgisayar,Elektronik,496.61,10,4966.1,1499
1287,2023-07-03,P011,Kalem,Kırtasiye,583.61,5,2918.05,1707
1288,2023-12-28,P082,Defter,Kırtasiye,337.06,2,674.12,1807
1289,2024-08-16,P082,Defter,Kırtasiye,551.93,11,6071.23,6203
1290,2023-05-01,P010,Çanta,Giyim,734.17,17,12480.89,3762
1291,2024-08-25,P010,Çanta,Giyim,867.65,14,12147.1,7824
1292,2023-07-24,P010,Çanta,Giyim,46.59,9,41931000000000000,2343
1293,2022-11-10,P032,Mouse,Elektronik,172.19,2,344.38,7042
1294,2024-09-15,P010,Çanta,Giyim,930.28,19,17675.32,7800
1295,2023-07-03,P097,Su Şişesi,Mutfak Ürünleri,1122.55,14,15715.7,5957
1296,2024-09-06,P032,Mouse,Elektronik,107.45,13,1396.85,9014
1297,2024-01-17,P010,Çanta,Giyim,478.34,12,5740.08,1914
1298,2024-07-02,P097,Su Şişesi,Mutfak Ürünleri,286.25,4,1145.0,5787
1299,2024-08-03,P032,Mouse,Elektronik,280.73,7,1965.11,6255
1300,2023-07-12,P032,Mouse,Elektronik,195.29,7,1367.03,4685
1301,2023-01-27,P063,Klima,Elektronik,619.21,11,6811.31,1544
1302,2024-09-09,P018,Telefon,Elektronik,1277.57,19,24273.83,7886
1303,2023-10-13,P097,Su Şişesi,Mutfak Ürünleri,810.3,17,13775.1,4785
1304,2023-04-13,P010,Çanta,Giyim,1091.66,9,9824.94,4536
1305,2023-11-30,P011,Kalem,Kırtasiye,2024-08-28 00:00:00,8,224.64,2712
1306,2023-08-07,P024,Bilgisayar,Elektronik,857.35,11,9430.85,4945
1307,2024-06-23,P063,Klima,Elektronik,432.16,13,5618.08,9766
1308,2022-11-13,P082,Defter,Kırtasiye,583.12,17,9913.04,1451
1309,2023-12-15,P011,Kalem,Kırtasiye,464.62,10,4646.2,1407
1310,2024-07-21,P024,Bilgisayar,Elektronik,629.45,8,5035.6,7675
1311,2023-07-01,P032,Mouse,Elektronik,1469.13,11,16160.43,9795
1312,2023-05-12,P032,Mouse,Elektronik,407.97,12,4895.64,5875
1313,2022-12-28,P024,Bilgisayar,Elektronik,427.82,17,7272.94,6722
1314,2023-05-30,P037,Fırın,Ev Aletleri,372.36,14,5213.04,3416
1315,2023-01-10,P024,Bilgisayar,Elektronik,582.81,10,5828099999999990,2128
1316,2024-09-11,P037,Fırın,Ev Aletleri,1177.25,10,11772.5,4202
1317,2024-03-19,P010,Çanta,Giyim,216.63,1,216.63,5039
1318,2022-11-16,P011,Kalem,Kırtasiye,1201.45,3,3604.35,6456
1319,2024-06-16,P010,Çanta,Giyim,665.6,19,12646.4,6923
1320,2023-02-17,P011,Kalem,Kırtasiye,1360.84,11,14969.24,6061
1321,2024-10-07,P011,Kalem,Kırtasiye,1165.1,3,3495.3,4089
1322,2023-07-04,P063,Klima,Elektronik,1441.67,9,12975.03,3523
1323,2022-12-27,P037,Fırın,Ev Aletleri,1458.2,10,14582.0,1068
1324,2024-01-17,P018,Telefon,Elektronik,625.45,1,625.45,2345
1325,2024-09-15,P032,Mouse,Elektronik,393.59,7,2755.13,7639
1326,2024-10-05,P018,Telefon,Elektronik,1441.34,13,18737.42,8291
1327,2024-08-23,P011,Kalem,Kırtasiye,306.44,2,612.88,3582
1328,2024-03-11,P024,Bilgisayar,Elektronik,1069.37,6,6416219999999990,9424
1329,2024-09-15,P032,Mouse,Elektronik,110.59,13,1437.67,9300
1330,2024-03-01,P032,Mouse,Elektronik,649.94,7,4549.58,6813
1331,2024-06-13,P082,Defter,Kırtasiye,1082.14,16,17314.24,3957
1332,2024-06-13,P010,Çanta,Giyim,155.2,2,310.4,6870
1333,2023-06-05,P063,Klima,Elektronik,749.79,2,1499.58,4015
1334,2023-08-21,P082,Defter,Kırtasiye,1487.42,10,14874.2,3608
1335,2023-01-20,P037,Fırın,Ev Aletleri,374.83,19,7121.77,5456
1336,2023-02-12,P037,Fırın,Ev Aletleri,976.73,11,10744.03,2818
1337,2024-05-25,P097,Su Şişesi,Mutfak Ürünleri,829.94,4,3319.76,7237
1338,2023-08-15,P032,Mouse,Elektronik,77.25,8,618.0,8154
1339,2023-03-02,P010,Çanta,Giyim,60.0,7,420.0,7355
1340,2023-03-10,P087,Kulaklık,Elektronik,1102.01,18,19836.18,7675
1341,2024-02-14,P037,Fırın,Ev Aletleri,1430.03,5,7150.15,4213
1342,2023-03-15,P032,Mouse,Elektronik,403.24,16,6451.84,8289
1343,2024-04-18,P018,Telefon,Elektronik,849.95,10,8499.5,1745
1344,2024-04-10,P087,Kulaklık,Elektronik,1124.33,16,17989.28,7188
1345,2023-04-06,P011,Kalem,Kırtasiye,1207.52,19,22942.88,2337
1346,2022-12-29,P082,Defter,Kırtasiye,192.86,8,1542.88,1966
1347,2023-08-21,P097,Su Şişesi,Mutfak Ürünleri,1114.03,9,10026.27,7446
1348,2024-03-10,P018,Telefon,Elektronik,1441.16,11,15852.76,5303
1349,2023-06-14,P082,Defter,Kırtasiye,873.74,4,3494.96,3479
1350,2022-12-31,P082,Defter,Kırtasiye,1276.47,11,14041.17,3305
1351,2023-04-02,P063,Klima,Elektronik,1343.71,17,22843.07,4902
1352,2024-07-28,P037,Fırın,Ev Aletleri,434.29,17,7382.93,8340
1353,2023-02-15,P018,Telefon,Elektronik,1378.66,1,1378.66,8927
1354,2023-02-04,P011,Kalem,Kırtasiye,700.6,2,1401.2,2182
1355,2023-02-28,P011,Kalem,Kırtasiye,1087.43,10,10874.3,8070
1356,2022-12-28,P010,Çanta,Giyim,1278.19,15,19172.85,3570
1357,2023-06-20,P018,Telefon,Elektronik,1034.4,9,9309.6,2443
1358,2023-04-28,P018,Telefon,Elektronik,407.4,10,4074.0,6169
1359,2024-03-24,P082,Defter,Kırtasiye,22.79,2,45.58,8586
1360,2022-11-16,P032,Mouse,Elektronik,1236.88,12,14842.56,1348
1361,2024-07-09,P097,Su Şişesi,Mutfak Ürünleri,1494.69,18,26904.42,5205
1362,2023-12-30,P018,Telefon,Elektronik,1398.81,6,8392.86,8206
1363,2023-07-26,P010,Çanta,Giyim,1019.76,11,11217.36,8941
1364,2023-10-09,P082,Defter,Kırtasiye,428.78,16,6860.48,7950
1365,2023-01-25,P063,Klima,Elektronik,397.64,6,2385.84,3084
1366,2023-03-08,P087,Kulaklık,Elektronik,388.16,19,7375040000000000,4783
1367,2023-09-13,P063,Klima,Elektronik,1028.47,8,8227.76,3977
1368,2024-08-23,P063,Klima,Elektronik,477.4,4,1909.6,4446
1369,2023-06-20,P097,Su Şişesi,Mutfak Ürünleri,1166.88,6,7001280000000000,2741
1370,2024-08-10,P097,Su Şişesi,Mutfak Ürünleri,140.76,13,1829.88,7497
1371,2023-03-24,P037,Fırın,Ev Aletleri,644.24,11,7086.64,1480
1372,2023-11-19,P032,Mouse,Elektronik,1467.72,3,4403.16,9461
1373,2023-05-19,P087,Kulaklık,Elektronik,638.79,9,5749.11,7656
1374,2023-02-09,P010,Çanta,Giyim,626.09,7,4382.63,1730
1375,2022-11-17,P011,Kalem,Kırtasiye,586.09,2,1172.18,7528
1376,2023-07-25,P032,Mouse,Elektronik,403.13,16,6450.08,9222
1377,2022-12-04,P087,Kulaklık,Elektronik,913.3,18,16439399999999900,2530
1378,2023-05-14,P063,Klima,Elektronik,543.39,13,7064.07,6771
1379,2024-03-29,P010,Çanta,Giyim,595.21,18,10713.78,5887
1380,2023-06-16,P018,Telefon,Elektronik,1394.51,6,8367.06,5202
1381,2024-08-27,P063,Klima,Elektronik,1067.94,13,13883.22,8421
1382,2023-03-20,P024,Bilgisayar,Elektronik,65.28,4,261.12,1293
1383,2023-01-24,P082,Defter,Kırtasiye,1217.08,6,7302.48,8389
1384,2024-07-01,P082,Defter,Kırtasiye,623.39,9,5610.51,8268
1385,2023-11-25,P087,Kulaklık,Elektronik,802.34,16,12837.44,8542
1386,2024-10-17,P018,Telefon,Elektronik,1145.99,17,19481.83,6772
1387,2023-01-04,P037,Fırın,Ev Aletleri,128.29,12,1539.48,8855
1388,2024-06-16,P024,Bilgisayar,Elektronik,62.32,15,934.8,8057
1389,2024-04-03,P010,Çanta,Giyim,1044.27,6,6265.62,9083
1390,2023-07-16,P082,Defter,Kırtasiye,1081.72,11,11898.92,5583
1391,2023-12-20,P011,Kalem,Kırtasiye,83.46,17,1418.82,5931
1392,2023-04-23,P032,Mouse,Elektronik,967.38,7,6771.66,1013
1393,2024-03-30,P010,Çanta,Giyim,1448.42,3,4345.26,8126
1394,2023-01-12,P082,Defter,Kırtasiye,1254.57,11,13800.27,3645
1395,2023-08-22,P011,Kalem,Kırtasiye,890.2,17,15133.4,5011
1396,2024-08-10,P097,Su Şişesi,Mutfak Ürünleri,1118.31,5,5591549999999990,6735
1397,2024-07-05,P082,Defter,Kırtasiye,835.08,9,7515.72,2460
1398,2024-07-30,P063,Klima,Elektronik,822.59,2,1645.18,5540
1399,2023-02-21,P011,Kalem,Kırtasiye,784.53,7,5491.71,9413
1400,2023-09-06,P037,Fırın,Ev Aletleri,271.72,10,27172000000000000,4894
1401,2024-02-06,P010,Çanta,Giyim,570.72,7,3995.04,6581
1402,2023-10-09,P010,Çanta,Giyim,1272.8,9,11455.2,9907
1403,2024-02-03,P082,Defter,Kırtasiye,775.33,9,6977.97,7410
1404,2023-03-30,P024,Bilgisayar,Elektronik,1105.48,10,11054.8,8381
